id,category,volume_cm3,weight_grams,price_hellers,profit_hellers
792,PhoneAccessories,309,75,34398,9499
793,PhoneAccessories,983,340,47879,18621
794,PhoneAccessories,1683,373,117167,30525
795,PhoneAccessories,735,384,25243,9903
796,PhoneAccessories,544,290,14418,5696
797,PhoneAccessories,1237,803,29708,16938
798,PhoneAccessories,1113,207,112801,35765
799,PhoneAccessories,1001,192,65011,26445
800,PhoneAccessories,558,385,69050,19884
801,PhoneAccessories,1988,641,29385,9273
802,PhoneAccessories,695,223,34512,11185
803,PhoneAccessories,1487,496,190259,68925
804,PhoneAccessories,1557,475,84430,28601
805,PhoneAccessories,546,215,37728,13312
806,PhoneAccessories,845,194,25058,10228
807,PhoneAccessories,1097,651,235627,72649
808,PhoneAccessories,1191,218,79750,31818
809,PhoneAccessories,678,528,60771,24472
810,PhoneAccessories,2168,729,35750,13059
811,PhoneAccessories,348,182,18452,8333
812,PhoneAccessories,3126,586,57640,23225
813,PhoneAccessories,1158,758,136814,51321
814,PhoneAccessories,477,227,64675,22987
815,PhoneAccessories,934,314,36453,15474
816,PhoneAccessories,369,118,21288,7338
817,PhoneAccessories,1104,734,95078,43794
818,PhoneAccessories,1139,260,55935,16696
819,PhoneAccessories,906,283,38444,13872
820,PhoneAccessories,1008,513,62392,25795
821,PhoneAccessories,642,162,83645,28544
822,PhoneAccessories,449,1084,60246,24973
823,PhoneAccessories,224,161,27802,10398
824,PhoneAccessories,306,174,36414,12257
825,PhoneAccessories,1535,855,47093,17863
826,PhoneAccessories,1002,570,70081,22424
827,PhoneAccessories,1327,577,23499,9701
828,PhoneAccessories,844,326,74783,19652
829,PhoneAccessories,676,165,28864,11461
830,PhoneAccessories,1075,225,18371,8280
831,PhoneAccessories,934,138,47556,13748
832,PhoneAccessories,1341,290,34086,13206
833,PhoneAccessories,360,219,52162,18241
834,PhoneAccessories,1649,293,58321,24292
835,PhoneAccessories,1102,260,142097,51138
836,PhoneAccessories,1692,385,44713,18747
837,PhoneAccessories,2763,910,65205,19381
838,PhoneAccessories,1402,472,52134,18106
839,PhoneAccessories,527,610,43080,16019
840,PhoneAccessories,581,301,83320,25771
841,PhoneAccessories,362,192,80440,29798
842,PhoneAccessories,1973,398,52675,17891
843,PhoneAccessories,988,307,25372,7800
844,PhoneAccessories,1014,887,64174,26833
845,PhoneAccessories,466,164,27300,8558
846,PhoneAccessories,2045,580,48300,17427
847,PhoneAccessories,1552,384,92461,27632
848,PhoneAccessories,475,247,19966,7676
849,PhoneAccessories,1058,572,37231,12988
850,PhoneAccessories,935,212,63285,27274
851,PhoneAccessories,5255,1327,23698,6781
852,PhoneAccessories,1435,320,46502,18786
853,PhoneAccessories,273,246,31243,13572
854,PhoneAccessories,616,489,25463,7005
855,PhoneAccessories,885,605,28343,10835
856,PhoneAccessories,990,273,90611,37212
857,PhoneAccessories,363,291,46617,17644
858,PhoneAccessories,627,211,67624,32470
859,PhoneAccessories,514,185,48370,23759
860,PhoneAccessories,856,525,42530,12908
861,PhoneAccessories,723,131,57565,18936
862,PhoneAccessories,2135,732,71868,26254
863,PhoneAccessories,884,340,86709,29968
864,PhoneAccessories,650,485,90921,33552
865,PhoneAccessories,2692,969,58291,15719
866,PhoneAccessories,663,158,69415,27910
867,PhoneAccessories,2048,1022,189489,62884
868,PhoneAccessories,2309,878,63294,26885
869,PhoneAccessories,998,518,15163,5385
870,PhoneAccessories,442,493,37982,14274
871,PhoneAccessories,557,406,42315,16475
872,PhoneAccessories,1370,499,80373,20688
873,PhoneAccessories,1143,244,37984,12691
874,PhoneAccessories,618,353,58403,12979
875,PhoneAccessories,388,172,123138,53170
876,PhoneAccessories,1307,503,98155,31260
877,PhoneAccessories,1312,208,37765,13442
878,PhoneAccessories,1296,558,23122,7442
879,PhoneAccessories,1371,264,38428,17807
880,PhoneAccessories,224,85,33744,15094
881,PhoneAccessories,771,307,25656,7415
882,PhoneAccessories,296,112,57059,24979
883,PhoneAccessories,1678,637,62783,24283
884,PhoneAccessories,558,131,18075,5607
885,PhoneAccessories,732,665,169056,60798
886,PhoneAccessories,615,233,34185,10874
887,PhoneAccessories,1283,483,64645,23011
888,PhoneAccessories,1703,332,42064,11978
889,PhoneAccessories,3487,1008,52495,20783
890,PhoneAccessories,870,482,95593,36871
891,PhoneAccessories,1422,457,156080,57869
892,PhoneAccessories,2147,803,70422,18313
893,PhoneAccessories,683,220,75817,29687
894,PhoneAccessories,183,319,24758,8616
895,PhoneAccessories,262,445,47453,20152
896,PhoneAccessories,1697,195,67990,22322
897,PhoneAccessories,331,255,63628,24614
898,PhoneAccessories,1207,566,49633,21098
899,PhoneAccessories,428,235,52174,22038
900,PhoneAccessories,1965,359,206501,61459
901,PhoneAccessories,2395,481,32050,12039
902,PhoneAccessories,461,180,68973,21372
903,PhoneAccessories,1020,393,38328,11864
904,PhoneAccessories,2148,536,152703,46286
905,PhoneAccessories,976,488,50648,13016
906,PhoneAccessories,1695,879,103508,36597
907,PhoneAccessories,973,313,40072,15562
908,PhoneAccessories,678,222,21079,9082
909,PhoneAccessories,281,293,73384,26949
910,PhoneAccessories,831,197,87996,29789
911,PhoneAccessories,533,348,39906,14142
912,PhoneAccessories,5600,2009,37786,12873
913,PhoneAccessories,405,69,132719,50690
914,PhoneAccessories,1520,601,27845,9987
915,PhoneAccessories,785,556,20697,7111
916,PhoneAccessories,397,269,63815,25264
917,PhoneAccessories,367,186,44890,15294
918,PhoneAccessories,901,745,71308,17212
919,PhoneAccessories,620,176,62745,22675
920,PhoneAccessories,705,482,19265,8212
921,PhoneAccessories,1050,463,33535,13038
922,PhoneAccessories,288,194,36874,11790
923,PhoneAccessories,999,495,79466,34556
924,PhoneAccessories,1440,507,85154,26743
925,PhoneAccessories,812,312,68326,33519
926,PhoneAccessories,2253,358,29991,9382
927,PhoneAccessories,371,165,11842,4571
928,PhoneAccessories,1357,291,38417,13515
929,PhoneAccessories,266,292,28208,7608
930,PhoneAccessories,1167,304,69043,21005
931,PhoneAccessories,677,200,29899,9203
932,PhoneAccessories,1158,520,132892,42241
933,PhoneAccessories,324,59,73715,37457
934,PhoneAccessories,1101,338,40080,15832
935,PhoneAccessories,520,166,10309,3085
936,PhoneAccessories,957,495,14887,7583
937,PhoneAccessories,692,288,42767,10974
938,PhoneAccessories,404,258,37140,16878
939,PhoneAccessories,1319,334,114957,47587
940,PhoneAccessories,2837,1301,24002,10484
941,PhoneAccessories,1076,540,29320,10738
942,PhoneAccessories,1241,240,56233,15883
943,PhoneAccessories,988,577,33565,11193
944,PhoneAccessories,639,138,83075,33152
945,PhoneAccessories,668,213,50144,23597
946,PhoneAccessories,1018,241,35386,11760
947,PhoneAccessories,1575,576,63816,23821
948,PhoneAccessories,1106,566,33032,8821
949,PhoneAccessories,1718,949,17721,6057
950,PhoneAccessories,3166,261,173644,68261
951,PhoneAccessories,437,202,35414,11627
952,PhoneAccessories,386,225,30434,11478
953,PhoneAccessories,396,279,21078,7668
954,PhoneAccessories,701,289,39400,12236
955,PhoneAccessories,366,121,56472,20718
956,PhoneAccessories,483,326,36388,14283
957,PhoneAccessories,1070,538,51569,18404
958,PhoneAccessories,1080,488,52914,22362
959,PhoneAccessories,1722,554,27204,9148
960,PhoneAccessories,2747,922,57190,20675
961,PhoneAccessories,378,273,33245,12522
962,PhoneAccessories,2190,355,66635,21536
963,PhoneAccessories,1621,868,40586,16526
964,PhoneAccessories,445,112,31765,8516
965,PhoneAccessories,653,254,40392,14592
966,PhoneAccessories,456,177,101761,37352
967,PhoneAccessories,5966,1376,119875,39715
968,PhoneAccessories,1339,587,29420,13568
969,PhoneAccessories,615,232,31468,10907
970,PhoneAccessories,440,551,70876,24263
971,PhoneAccessories,638,273,8791,3467
972,PhoneAccessories,937,327,26010,6619
973,PhoneAccessories,748,242,157679,56553
974,PhoneAccessories,1050,398,43568,13162
975,PhoneAccessories,1126,687,71470,28126
976,PhoneAccessories,200,45,82410,34437
977,PhoneAccessories,1972,415,36349,14301
978,PhoneAccessories,883,213,40573,16737
979,PhoneAccessories,708,434,31843,11955
980,PhoneAccessories,763,262,54866,20306
981,PhoneAccessories,1351,355,274013,109074
982,PhoneAccessories,366,114,89547,27039
983,PhoneAccessories,1129,486,35655,14101
984,PhoneAccessories,1673,240,23989,6764
985,PhoneAccessories,840,125,8944,3562
986,PhoneAccessories,1091,193,57392,16919
987,PhoneAccessories,392,96,37040,11842
988,PhoneAccessories,386,153,60668,24142
989,PhoneAccessories,373,193,34944,13641
990,PhoneAccessories,1195,384,87878,21250
991,PhoneAccessories,1242,576,44918,16727
992,PhoneAccessories,989,912,60119,19719
993,PhoneAccessories,1903,340,44961,19273
994,PhoneAccessories,1187,222,36372,12940
995,PhoneAccessories,432,116,88747,29361
996,PhoneAccessories,666,214,69454,27763
997,PhoneAccessories,363,84,66386,23276
998,PhoneAccessories,488,168,38123,14248
999,PhoneAccessories,1237,275,19613,7294
1000,PhoneAccessories,502,272,45408,15161
1001,PhoneAccessories,546,199,49923,13138
1002,PhoneAccessories,331,169,86353,37444
1003,PhoneAccessories,372,85,37906,15596
1004,PhoneAccessories,1380,813,22841,6061
1005,PhoneAccessories,590,253,37721,11785
1006,PhoneAccessories,671,269,65209,29796
1007,PhoneAccessories,449,262,37390,12080
1008,PhoneAccessories,1236,796,90424,23841
1009,PhoneAccessories,1494,690,39172,20033
1010,PhoneAccessories,1263,358,94494,40472
1011,PhoneAccessories,515,279,28263,11066
1012,PhoneAccessories,391,350,24600,7885
1013,PhoneAccessories,430,200,35282,10472
1014,PhoneAccessories,713,143,99555,29554
1015,PhoneAccessories,1339,456,61687,22624
1016,PhoneAccessories,744,212,25851,8979
1017,PhoneAccessories,864,283,20156,6537
1018,PhoneAccessories,437,255,38824,9604
1019,PhoneAccessories,2203,939,84238,28905
1020,PhoneAccessories,281,62,40613,14859
1021,PhoneAccessories,1621,349,170210,65871
1022,PhoneAccessories,511,155,16326,5765
1023,PhoneAccessories,819,369,159825,44068
1024,PhoneAccessories,368,358,63431,24728
1025,PhoneAccessories,1164,345,68962,34418
1026,PhoneAccessories,785,171,58204,25478
1027,PhoneAccessories,368,266,41488,18836
1028,PhoneAccessories,2681,508,131410,40425
1029,PhoneAccessories,610,352,19732,6750
1030,PhoneAccessories,207,78,31211,11716
1031,PhoneAccessories,2121,594,47041,17625
1032,PhoneAccessories,501,121,30322,9915
1033,PhoneAccessories,814,200,62834,24473
1034,PhoneAccessories,425,163,140277,50769
1035,PhoneAccessories,284,149,41113,19297
1036,PhoneAccessories,1562,585,46998,15425
1037,PhoneAccessories,661,80,22423,9324
1038,PhoneAccessories,755,306,33745,12336
1039,PhoneAccessories,935,251,23050,8275
1040,PhoneAccessories,561,246,71055,19754
1041,PhoneAccessories,1608,651,36298,18420
1042,PhoneAccessories,549,236,50664,16541
1043,PhoneAccessories,2133,448,179642,76529
1044,PhoneAccessories,843,677,158551,64218
1045,PhoneAccessories,792,152,50974,20763
1046,PhoneAccessories,583,591,53632,17710
1047,PhoneAccessories,811,214,98142,40430
1048,PhoneAccessories,1081,254,77826,32883
1049,PhoneAccessories,608,145,40486,12914
1050,PhoneAccessories,765,275,47094,10949
1051,PhoneAccessories,340,222,121504,44804
1052,PhoneAccessories,529,118,31057,9822
1053,PhoneAccessories,3667,1293,74662,20033
1054,PhoneAccessories,4802,1394,58653,17555
1055,PhoneAccessories,862,334,48413,18989
1056,PhoneAccessories,250,125,80519,28348
1057,PhoneAccessories,428,299,123843,34280
1058,PhoneAccessories,1929,432,33059,11141
1059,PhoneAccessories,372,194,18874,7075
1060,PhoneAccessories,1428,362,177284,77260
1061,PhoneAccessories,1197,844,46834,15710
1062,PhoneAccessories,1653,363,24641,8284
1063,PhoneAccessories,170,100,47792,17282
1064,PhoneAccessories,1567,1241,53669,21770
1065,PhoneAccessories,786,192,102994,42431
1066,PhoneAccessories,1393,504,107413,28982
1067,PhoneAccessories,1017,308,29560,11478
1068,PhoneAccessories,1522,495,39710,16997
1069,PhoneAccessories,1441,374,78875,35453
1070,PhoneAccessories,2647,543,48387,18430
1071,PhoneAccessories,902,447,24400,9270
1072,PhoneAccessories,417,150,65678,20314
1073,PhoneAccessories,2052,809,118347,55229
1074,PhoneAccessories,456,285,47162,12689
1075,PhoneAccessories,1044,246,23086,9918
1076,PhoneAccessories,1068,678,33445,16372
1077,PhoneAccessories,430,270,19786,5280
1078,PhoneAccessories,1528,1299,80316,40817
1079,PhoneAccessories,1878,793,48375,17567
1080,PhoneAccessories,423,177,40109,11944
1081,PhoneAccessories,1697,204,124130,44066
1082,PhoneAccessories,665,202,40848,12613
1083,PhoneAccessories,831,218,155587,50041
1084,PhoneAccessories,991,579,126932,40106
1085,PhoneAccessories,294,168,26480,9711
1086,PhoneAccessories,2103,240,41649,11886
1087,PhoneAccessories,1123,269,36740,15526
1088,PhoneAccessories,465,532,23125,7277
1089,PhoneAccessories,614,91,73277,24322
1090,PhoneAccessories,1535,883,51902,16212
1091,PhoneAccessories,488,388,76520,29103
1092,PhoneAccessories,1684,386,35225,18859
1093,PhoneAccessories,727,267,292521,120421
1094,PhoneAccessories,307,88,25839,9718
1095,PhoneAccessories,1598,445,118551,40549
1096,PhoneAccessories,1821,1370,39701,14724
1097,PhoneAccessories,342,120,71886,21307
1098,PhoneAccessories,1774,704,39890,14980
1099,PhoneAccessories,994,230,16154,5520
1100,PhoneAccessories,1012,439,317209,113369
1101,PhoneAccessories,2139,507,32354,13293
1102,PhoneAccessories,1636,778,26224,6970
1103,PhoneAccessories,1370,541,79633,26677
1104,PhoneAccessories,2604,405,77009,32884
1105,PhoneAccessories,261,347,23684,7850
1106,PhoneAccessories,932,538,76019,29313
1107,PhoneAccessories,2462,1532,127384,64307
1108,PhoneAccessories,3362,1394,46346,13994
1109,PhoneAccessories,794,192,61633,20686
1110,PhoneAccessories,226,74,43811,19971
1111,PhoneAccessories,1205,143,308061,98304
1112,PhoneAccessories,312,263,18572,7142
1113,PhoneAccessories,2554,1197,82311,31116
1114,PhoneAccessories,671,420,38792,11043
1115,PhoneAccessories,495,358,26440,10772
1116,PhoneAccessories,552,290,88426,26424
1117,PhoneAccessories,1199,190,87057,34928
1118,PhoneAccessories,423,117,31625,13740
1119,PhoneAccessories,956,683,55335,37743
1120,PhoneAccessories,669,184,92360,29311
1121,PhoneAccessories,417,320,26407,7853
1122,PhoneAccessories,269,136,38051,10978
1123,PhoneAccessories,595,208,17607,6132
1124,PhoneAccessories,1161,650,66692,27381
1125,PhoneAccessories,1189,227,90111,26333
1126,PhoneAccessories,2868,963,160079,48941
1127,PhoneAccessories,956,245,105206,38808
1128,PhoneAccessories,1608,726,93096,28718
1129,PhoneAccessories,1856,283,52399,21269
1130,PhoneAccessories,252,112,46780,19677
1131,PhoneAccessories,619,369,63715,15707
1132,PhoneAccessories,482,227,46433,12300
1133,PhoneAccessories,765,437,80795,26455
1134,PhoneAccessories,987,317,39359,15618
1135,PhoneAccessories,682,328,63684,18851
1136,PhoneAccessories,2313,621,255021,86090
1137,PhoneAccessories,752,584,38331,16804
1138,PhoneAccessories,575,268,51993,21143
1139,PhoneAccessories,312,207,66685,23916
1140,PhoneAccessories,1660,473,50595,17076
1141,PhoneAccessories,5171,1312,115041,35309
1142,PhoneAccessories,189,95,32775,6902
1143,PhoneAccessories,708,446,23662,9567
1144,PhoneAccessories,2770,277,62370,24393
1145,PhoneAccessories,939,205,47650,16790
1146,PhoneAccessories,826,522,52910,11935
1147,PhoneAccessories,963,804,99847,23568
1148,PhoneAccessories,378,110,32184,10018
1149,PhoneAccessories,407,218,32195,12271
1150,PhoneAccessories,1173,413,30690,7755
1151,PhoneAccessories,1872,1367,39615,11290
1152,PhoneAccessories,380,185,61515,18002
1153,PhoneAccessories,928,446,17772,9126
1154,PhoneAccessories,620,237,102615,31013
1155,PhoneAccessories,4015,1239,265740,76493
1156,PhoneAccessories,214,185,29421,10239
1157,PhoneAccessories,1287,383,121650,55718
1158,PhoneAccessories,1198,333,43350,14949
1159,PhoneAccessories,1076,653,82718,23877
1160,PhoneAccessories,729,402,44232,14022
1161,PhoneAccessories,628,145,79310,31393
1162,PhoneAccessories,704,307,80863,30735
1163,PhoneAccessories,677,307,62183,18692
1164,PhoneAccessories,746,135,85271,33137
1165,PhoneAccessories,670,360,31012,9189
1166,PhoneAccessories,1082,475,68443,28934
1167,PhoneAccessories,1043,171,74858,18295
1168,PhoneAccessories,340,335,52114,15931
1169,PhoneAccessories,1474,424,20113,6384
1170,PhoneAccessories,2667,784,54758,22208
1171,PhoneAccessories,1540,618,37922,11050
1172,PhoneAccessories,742,170,66113,20223
1173,PhoneAccessories,311,303,25062,8004
1174,PhoneAccessories,319,331,72411,24175
1175,PhoneAccessories,1150,407,43997,14876
1176,PhoneAccessories,1056,318,91723,33290
1177,PhoneAccessories,260,92,68558,24604
1178,PhoneAccessories,470,349,37907,15282
1179,PhoneAccessories,328,168,80944,25513
1180,PhoneAccessories,1437,224,25352,7231
1181,PhoneAccessories,1954,717,39094,16502
1182,PhoneAccessories,873,216,38590,16688
1183,PhoneAccessories,863,449,159890,62849
1184,PhoneAccessories,820,366,32580,12914
1185,PhoneAccessories,1445,628,77175,27277
1186,PhoneAccessories,366,171,29043,8885
1187,PhoneAccessories,198,94,89813,28725
1188,PhoneAccessories,638,313,27246,8912
1189,PhoneAccessories,599,336,37800,10893
1190,PhoneAccessories,1040,152,100963,32310
1191,PhoneAccessories,906,226,103016,37644
1192,PhoneAccessories,812,210,12567,4353
1193,PhoneAccessories,1305,246,29289,11619
1194,PhoneAccessories,637,161,29688,9744
1195,PhoneAccessories,1638,213,59530,21389
1196,PhoneAccessories,559,170,31389,7376
1197,PhoneAccessories,627,313,41638,11276
1198,PhoneAccessories,945,249,35818,9608
1199,PhoneAccessories,373,348,33611,10345
1200,PhoneAccessories,293,228,27090,11284
1201,PhoneAccessories,589,153,61728,23464
1202,PhoneAccessories,1916,467,89883,29301
1203,PhoneAccessories,912,852,39051,10647
1204,PhoneAccessories,295,189,54545,19199
1205,PhoneAccessories,564,176,484238,177398
1206,PhoneAccessories,191,43,57676,25992
1207,PhoneAccessories,1784,955,161314,53417
1208,PhoneAccessories,841,250,19393,7790
1209,PhoneAccessories,868,298,64923,22628
1210,PhoneAccessories,461,108,18234,7492
1211,PhoneAccessories,7963,1851,50829,15828
1212,PhoneAccessories,1763,998,64921,24430
1213,PhoneAccessories,3984,1217,34035,13524
1214,PhoneAccessories,1787,334,37450,12582
1215,PhoneAccessories,584,244,42575,14425
1216,PhoneAccessories,514,195,126721,34243
1217,PhoneAccessories,1427,299,107624,45410
1218,PhoneAccessories,1269,613,95752,33599
1219,PhoneAccessories,462,162,49641,16855
1220,PhoneAccessories,1876,644,92248,41271
1221,PhoneAccessories,443,255,54220,15020
1222,PhoneAccessories,723,538,111564,30664
1223,PhoneAccessories,2033,962,89297,37257
1224,PhoneAccessories,534,403,46646,21662
1225,PhoneAccessories,694,377,54049,14992
1226,PhoneAccessories,1437,449,91470,30052
1227,PhoneAccessories,1240,223,62208,21088
